id;link;frage;antwort
956;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Verfällt der Schwerbehinderten-Zusatzurlaub bei langjähriger Krankheit? ; Anfang 2009 entschied der Europäische Gerichtshof (EuGH) in einem Grundsatzurteil (Urteil vom 20.01.2009, C-350/06, Schultz-Hoff), dass Urlaubsansprüche bei langer Krankheit nicht zum 31. März des Folgejahres verfallen dürfen, was bis dahin dem herrschenden Verständnis von § 7 Abs.3 Bundesurlaubsgesetz (BUrlG) entsprach. Das Bundesarbeitsgericht (BAG) änderte daraufhin seine Rechtsprechung, d.h. es wandte § 7 Abs.3 BUrlG nicht mehr (wie bisher) auf den Fall einer langandauernden Krankheit an. Infolge dieser Rechtsprechungsänderung stellte sich die Frage, für wie lange Zeit krankheitsbedingt nicht genommener Urlaub angesammelt werden kann, da ein unbegrenztes Anwachsen von Urlaubs- bzw. Resturlaubsansprüchen kleinere Arbeitgeber finanziell überfordern würde. Zwei Jahre später stellte der EuGH klar, dass das Europarecht ein „endloses“ Ansparen von Urlaubsansprüchen nicht fordert: Wenn ein Tarifvertrag Urlaubsansprüche lange erkrankter Arbeitnehmer nach 15 Monaten verfallen lässt, ist das in Ordnung, so der EuGH mit Urteil vom 22.11.2011, C-214/10 (KHS gg. Schulte). Der Urlaub muss in Krankheitsfällen allerdings „deutlich länger“ gesichert sein als nur zwölf Monate (wir berichteten darüber in: Arbeitsrecht aktuell 11/234 Urlaub und Krankheit: Krankheitsbedingt nicht genommener Urlaub kann nach 15 Monaten verfallen). Auf der Grundlage dieses EuGH-Urteils hat das BAG im Jahre 2012 entschieden, dass krankheitsbedingt nicht genommene Urlaubsansprüche generell 15 Monate nach dem Ende des Bezugszeitraums verfallen, d.h. auch dann, wenn es keinen Tarifvertrag gibt, der eine solche Verfallsfrist enthält (BAG, Urteil vom 07.08.2012, 9 AZR 353/10, wir berichteten in Arbeitsrecht aktuell: 12/274 Urlaub bei Dauerkrankheit verfällt nach 15 Monaten). Und das gilt auch für den gesetzlichen Zusatzurlaub, der schwerbehinderten Menschen zusteht. Auch der Zusatzurlaub wird maximal 15 Monate nach dem Ende des Urlaubsjahres aufrecht erhalten, wenn ein schwerbehinderter Arbeitnehmer aufgrund krankheitsbedingter Arbeitsunfähigkeit über längere Zeit hinweg keinen Urlaub nehmen kann. BEISPIEL: Ein schwerbehinderter Arbeitnehmer mit gesetzlichem (vierwöchigem) Urlaubsanspruch plus einer Woche (fünf Tage) Zusatzurlaub gemäß § 208 Abs.1 SGB IX ist von Anfang 2014 bis Ende August 2018 ohne Unterbrechung arbeitsunfähig erkrankt. Zum 31.08.2018 wird das Arbeitsverhältnis beendet. Zu diesem Zeitpunkt ist der Arbeitnehmer immer noch krank. Er hat Anspruch auf Urlaubsabgeltung (§ 7 Abs.4 BUrlG, § 208 Abs.1 SGB IX) für fünf Wochen Urlaub aus 2017 und für nochmals fünf Wochen aus 2018, insgesamt daher für zehn Wochen. Denn die Urlaubs- und Zusatzurlaubstage für 2014 sind am 31.03.2016 verfallen, die Urlaubs- und Zusatzurlaubstage für 2015 am 31.03.2017 und die Urlaubs- und Zusatzurlaubstage für 2016 am 31.03.2018. Daher bestehen zum Zeitpunkt des Ausscheides (31.08.2018) nur noch die Urlaubs- und Zusatzurlaubstage für die Jahre 2017 und 2018. Die Urlaubsansprüche für 2018 bestehen dabei in vollem Umfang, denn das Arbeitsverhältnis endet in der zweiten Jahreshälfte, so dass eine nur zeitanteilige Berechnung des Urlaubsanspruchs ausscheidet (vgl. § 5 Abs.1 Buchst.c BUrlG). Nähere Informationen zu diesen Fragen finden Sie unter „Handbuch Arbeitsrecht: Urlaub und Krankheit“.  
957;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Haben auch gleichgestellte Arbeitnehmer Anspruch auf Zusatzurlaub? ; Nein, das ist gesetzlich durch § 151 Abs.3 SGB IX ausgeschlossen. Die Gleichstellung gilt aber für den besonderen Schutz schwerbehinderter Menschen bei einer Kündigung durch den Arbeitgeber.  
958;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Welche Rechte haben schwerbehinderte Arbeitnehmer bei Beschäftigung, Fortbildung und Arbeitsplatzgestaltung? ;" Gemäß § 164 Abs.4 Nr.1 SGB IX haben Schwerbehinderte gegenüber ihrem Arbeitgeber Anspruch auf eine Beschäftigung, bei der sie ihre Fähigkeiten und Kenntnisse möglichst voll verwerten und weiterentwickeln können. Der Arbeitgeber hat daher bei Schwerbehinderten noch mehr als bei anderen Arbeitnehmern darauf zu achten, dass die zugewiesenen Arbeitsaufgaben weder eine Unter- noch eine Überforderung beinhalten. Schwerbehinderte Arbeitnehmer sind weiterhin bei betrieblichen und außerbetrieblichen Berufsbildungsmaßnahmen in besonderem Maße zu berücksichtigen (§ 164 Abs.4 Nr.2, 3 SGB IX). Schließlich muss der Arbeitgeber für eine behinderungsgerechte Gestaltung von Arbeitsplatz, Arbeitsumfeld, Arbeitsorganisation und Arbeitszeit sorgen, und er muss je nach Art der Behinderung den Arbeitsplatz des Schwerbehinderten mit den erforderlichen technischen Arbeitshilfen ausstatten (§ 164 Abs.4 Nr.4, 5 SGB IX). Wenn die Leistungsfähigkeit des Schwerbehinderten im Laufe der Zeit abnimmt, hat er einen Anspruch auf einen Schonarbeitsplatz, den der Arbeitgeber notfalls extra für den Behinderten einzurichten hat. Alle diese Ansprüche schwerbehinderter Arbeitnehmer auf eine Beschäftigung, die ihrer Behinderung angemessen ist, finden allerdings ihre Grenze, wenn eine Maßnahme für den Arbeitgeber ""unzumutbar"" ist. Was das im Einzelfall heißt, muss notfalls das Arbeitsgericht klären.  "
959;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Wie sind schwerbehinderte Arbeitnehmer vor Kündigungen geschützt? ; Schwerbehinderte und Gleichgestellte sind nicht generell (ordentlich) unkündbar. Vielmehr kann der Arbeitgeber einem Schwerbehinderten bzw. einem Gleichgestellten „im Prinzip“ ebenso kündigen wie einem nicht behinderten Arbeitnehmer auch. Der besondere Schutz, den Schwerbehinderte und Gleichgestellte gegenüber Kündigungen genießen, liegt im Verfahrensrecht. Der Arbeitgeber braucht nämlich, bevor er einem schwerbehinderten Arbeitnehmer kündigt, die vorherige Zustimmung des Integrationsamtes zu der geplanten Kündigung. Das ergibt sich aus § 168 SGB IX. Diese Vorschrift lautet: „Die Kündigung des Arbeitsverhältnisses eines schwerbehinderten Menschen durch den Arbeitgeber bedarf der vorherigen Zustimmung des Integrationsamtes.“ BEISPIEL: Ein schwerbehinderter Arbeitnehmer ist bereits einmal wegen unentschuldigten Fehlens abgemahnt worden. Einige Wochen nach dieser Abmahnung kommt er erneut ohne Entschuldigung nicht zur Arbeit. Der Arbeitgeber ist zurecht erbost und kündigt ordentlich aus verhaltensbedingten Gründen, allerdings ohne zuvor die Zustimmung des Integrationsamtes eingeholt zu haben. Die Kündigung wäre an sich rechtens, ist aber wegen § 168 SGB IX in Verb. mit § 134 Bürgerliches Gesetzbuch (BGB) unwirksam. Das Integrationsamt prüft auf der Grundlage eines Antrags des Arbeitgebers, ob die geplante Kündigung mit der Behinderung in Zusammenhang steht oder nicht. Besteht kein solcher Zusammenhang wie insbesondere bei betriebsbedingten Kündigungen und bei verhaltensbedingten Kündigungen, wird die Zustimmung erteilt, wobei mit Bearbeitungszeiten von etwa drei bis vier Wochen gerechnet werden muss. Der besondere Kündigungsschutz schwerbehinderter Menschen ist nach § 173 Abs.1 SGB IX in einigen Fällen ausgeschlossen, so z.B. dann, wenn das Arbeitsverhältnis des Schwerbehinderten zum Zeitpunkt der Kündigungserklärung noch nicht länger als sechs Monate bestanden (§ 173 Abs.1 Nr.1 SGB IX). Dieser Zeitraum entspricht der sechsmonatigen Wartezeit, die alle Arbeitnehmer zurücklegen müssen, bevor sie nach Kündigungsschutz nach dem Kündigungsschutzgesetz (KSchG) in Anspruch nehmen können (§ 1 Abs.1 KSchG). Darüber hinaus sind schwerbehinderte Arbeitnehmer dadurch vor Kündigungen in besonderer Weise geschützt, dass der Arbeitgeber vor jeder Kündigung die Schwerbehindertenvertretung beteiligen muss. Denn gemäß § 178 Abs.2 Satz 3 SGB IX ist die Kündigung eines schwerbehinderten Menschen ohne (vorherige und korrekte) Beteiligung der Schwerbehindertenvertretung unwirksam. Diese gesetzliche Anforderung gilt auch für Gleichgestellte, und der Arbeitgeber muss sie auch dann beachten, wenn der betroffene Arbeitnehmer noch keine sechs Monate beschäftigt ist. Nähere Informationen hierzu finden Sie unter dem Stichwort Schwerbehindertenvertretung. Im Ergebnis sind schwerbehinderte Arbeitnehmer zwar nicht unkündbar, aber verfahrensmäßig in doppelter Hinsicht vor Kündigungen besser als andere Arbeitnehmer geschützt: Erstens muss der Arbeitgeber die Schwerbehindertenvertretung vor jeder Kündigung beteiligen, d.h. er muss sie unterrichten, sie anhören und ihr seine Entscheidung mitteilen (§ 178 Abs.2 Satz 1 und 3 SGB IX). Zweitens muss der Arbeitgeber vor jeder Kündigung die Zustimmung des Integrationsamtes einholen (§ 168 SGB IX). Dabei gibt es zwar keine zeitliche Vorrangregel. Es empfiehlt sich aber für den Arbeitgeber, die Schwerbehindertenvertretung in einem ersten Schritt zu unterrichten, um erst danach (ggf. am nächsten Tag) den Antrag auf Zustimmung beim Integrationsamt zu stellen.  
960;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Gilt der besondere Kündigungsschutz auch für gleichgestellte Arbeitnehmer? ; Ja, denn gerade darum geht es bei der Gleichstellung. Auch vor der Kündigung eines gleichgestellten behinderten Menschen muss der Arbeitgeber die Zustimmung des Integrationsamtes zu der geplanten Kündigung einholen.  
961;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Ist eine vorherige Zustimmung des Integrationsamtes zur Kündigung auch erforderlich, wenn der Schwerbehinderte noch keine Anerkennung als Schwerbehinderter hat? ; Ja, man muss nur objektiv schwerbehindert sein. Ist man zum Zeitpunkt der Kündigung, d.h. des Zugangs der Kündigungserklärung, noch nicht als Schwerbehinderter anerkannt, schadet das nicht, voraussetzt, man tatsächlich behindert mit einem Grad der Behinderung von 50. Denn zwischen einem Antrag auf Anerkennung als Schwerbehinderter und einer dem Antrag entsprechenden Feststellung durch das zuständige Amt können Wochen und Monate vergehen. Wer in dieser Zeit, d.h. zwischen Antragstellung und Anerkennung, eine Kündigung erhält, soll durch § 168 SGB IX geschützt sein. Allerdings ergibt sich aus dem Erfordernis, die Schwerbehinderung (gegenüber dem Arbeitgeber) nachzuweisen bzw. an der behördlichen Feststellung der Schwerbehinderung mitzuwirken (§ 173 Abs.3 SGB IX), dass der gekündigte (objektiv schwerbehinderte) Arbeitnehmer zum Zeitpunkt der Kündigung zumindest einmal einen Antrag auf Anerkennung als Schwerbehinderter gestellt haben muss, und zwar spätestens drei Wochen vor Zugang der Kündigung. Denn das ist die vom Gesetz vorgegebene Frist zur Entscheidung über einen Antrag auf Feststellung einer Schwerbehinderung, falls für diese Feststellung kein Gutachten eingeholt werden muss (§ 152 Abs.1 Satz 3 SGB IX in Verb. mit § 14 Abs.2 Satz 2 SGB IX). BEISPIEL: Ein Arbeitnehmer sieht eine Kündigung des Arbeitgebers auf sich zukommen, denn er hat vom Betriebsrat erfahren, dass der Arbeitgeber den Betriebsrat bereits zu der Kündigung angehört hat. Daher ist der Arbeitnehmer ziemlich sicher, in den nächsten Tagen eine Kündigung in seinem Briefkasten zu finden, und so kommt es auch. Um dem Arbeitgeber einen Strich durch die Rechnung zu machen, stellt der Arbeitnehmer flugs noch einen Antrag auf Anerkennung als schwerbehinderter Mensch. Das ist zu spät. Sollte später in einem Kündigungsschutzverfahren über die Frage gestritten werden, ob die Kündigung wirksam war oder nicht, ist die fehlende Zustimmung des Integrationsamtes kein Thema mehr - und zwar auch dann, wenn der Arbeitnehmer tatsächlich (objektiv) zum Zeitpunkt der Kündigung schwerbehindert war. Anders wäre es in dem o.g. Beispiel, wenn der Arbeitnehmer bereits fünf Wochen vor Zugang der Kündigung den Antrag auf Anerkennung als Schwerbehinderter gestellt hat, und wenn über den Antrag einige Wochen nach Zugang der Kündigung positiv entschieden wird (= Anerkennung der Schwerbehinderung zum Zeitpunkt der Kündigung). Dann ist die Kündigung gemäß § 168 SGB IX in Verb. mit § 134 BGB unwirksam, falls der Arbeitnehmer dem ahnungslosen Arbeitgeber die Schwerbehinderung spätestens drei Wochen nach Zugang der Kündigung mitteilt (s. unten).  
962;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Muss ein Schwerbehinderter, dessen Arbeitgeber von der Behinderung nichts weiß, bei einer Kündigung auf seine Schwerbehinderung hinweisen? ;" Wenn der Arbeitgeber von der Schwerbehinderung des Arbeitnehmers nichts weiß, kann man von ihm schlecht verlangen, vor Ausspruch einer Kündigung beim Integrationsamt einen Antrag auf Zustimmung zu stellen. Trotzdem hängt der gesetzliche Sonderkündigungsschutz nach § 168 SGB IX nicht davon ab, dass der Arbeitgeber die Schwerbehinderung des Arbeitnehmers bei Ausspruch der Kündigung kennt. Theoretisch, d.h. nach den Buchstaben des Gesetzes, könnte ein gekündigter schwerbehinderter Arbeitnehmer Kündigungsschutzklage erheben und erst Monate später kurz vor Abschluss der ersten Instanz die Katze aus dem Sack lassen, d.h. seine Schwerbehinderung mitteilen und sich auf diesen Unwirksamkeitsgrund berufen (§ 6 KSchG). Dann müsste der Arbeitgeber für eine lange Zeit den Lohn nachentrichten, ohne die Arbeitsleistung erhalten zu haben, denn er befand sich im Annahmeverzug (§ 615 BGB). Das wäre keine gerechte Risikoverteilung, denn dann schließlich trifft den Arbeitgeber kein Verschulden an seinem Rechtsverstoß. Daher verlangen die Arbeitsgerichte, dass der schwerbehinderte Arbeitnehmer dem Arbeitgeber, der eine Kündigung in Unkenntnis der Schwerbehinderung ausgesprochen hat, innerhalb von drei Wochen nach Zugang der Kündigung mitteilt, dass er schwerbehindert ist. Genauer gesagt muss der Arbeitnehmer den Arbeitgeber spätestens nach drei Woche plus ein oder zwei Tagen über das Vorliegen der Schwerbehinderung zum Kündigungszeitpunkt informieren, so das BAG in einer Entscheidung aus dem Jahr 2016 (BAG, Urteil vom 22.09.2016, 2 AZR 700/15, wir berichteten in Arbeitsrecht aktuell: 17/026 Kündigung in Unkenntnis einer Schwerbehinderung). Nach Ablauf dieser Frist von ""drei Wochen plus x"" hat der Schwerbehinderte sein Recht, sich auf die Unwirksamkeit der Kündigung bzw. auf § 168 SGB IX in Verb. mit § 134 BGB zu berufen, verwirkt. Hat der Arbeitgeber diese Information drei Wochen nach Ausspruch der Kündigung erhalten, weiß er recht frühzeitig, dass seine Kündigung unwirksam war. Dann kann er sich überlegen, ob er auf die Beendigung des Arbeitsverhältnisses verzichten oder aber erneut kündigen möchte, diesmal nach vorheriger Zustimmung des Integrationsamtes.  "
963;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Sind Schwerbehinderte auch vor Entlassungen geschützt, die nicht auf einer Kündigung beruht? ; Ja, durch § 175 SGB IX. Diese Vorschrift lautet: „Die Beendigung des Arbeitsverhältnisses eines schwerbehinderten Menschen bedarf auch dann der vorherigen Zustimmung des Integrationsamtes, wenn sie im Falle des Eintritts einer teilweisen Erwerbsminderung, der Erwerbsminderung auf Zeit, der Berufsunfähigkeit oder der Erwerbsunfähigkeit auf Zeit ohne Kündigung erfolgt. Die Vorschriften dieses Kapitels über die Zustimmung zur ordentlichen Kündigung gelten entsprechend.“ Diese Vorschrift ist vor dem Hintergrund zu sehen, dass Tarifverträge oftmals die automatische Beendigung des Arbeitsverhältnisses für den Fall des Bezugs einer Erwerbsminderungsrente vorsehen, so z.B. § 33 Abs.2 Tarifvertrag für den öffentlichen Dienst (TVöD). Danach endet das Arbeitsverhältnis mit Ablauf des Monats, in dem der Arbeitnehmer einen Rentenbescheid erhält, dem zufolge er voll oder teilweise erwerbsgemindert ist. Dieser Automatismus der Vertragsbeendigung wird durch § 175 SGB IX durchbrochen, denn der Arbeitgeber muss auch dann, wenn das Arbeitsverhältnis eigentlich unmittelbar gemäß Tarif wegen einer Erwerbsminderungsberentung endet, vor der Beendigung das Integtrationsamt um Zustimmung bitten.  
964;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Welche Arbeitgeber sind zur Beschäftigung schwerbehinderter Menschen verpflichtet? ; Gemäß § 154 Abs.1 SGB IX sind haben private und öffentliche Arbeitgeber, die über mindestens 20 Arbeitsplätzen verfügen, die Pflicht, auf mindestens fünf Prozent ihrer Arbeitsplätze schwerbehinderte Menschen zu beschäftigen. Arbeitsplätze sind dabei alle Stellen, auf denen Arbeitnehmer oder Auszubildende beschäftigt werden (§ 156 Abs.1 SGB IX). Erfüllen Arbeitgeber ihre Pflicht zur Beschäftigung schwerbehinderter Arbeitnehmer nicht, sind sie für jeden unbesetzten Platz zur Zahlung einer Ausgleichsabgabe verpflichtet. Die Ausgleichsabgabe beträgt zwischen 105,00 und 290,00 EUR pro Monat.  
965;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Sind Arbeitgeber verpflichtet, einen schwerbehinderten Menschen einzustellen? ; Ja und nein. Einerseits besteht die Pflicht zur Beschäftigung schwerbehinderter Arbeitnehmer auch dann fort, wenn der Arbeitgeber eine Ausgleichsabgabe zahlt, d.h. er kann sich mit der Abgabe nicht von seiner Beschäftigungspflicht freikaufen, sondern verstößt solange gegen geltendes Recht, wie er die Beschäftigungsquote nicht erfüllt. Andererseits kann ein schwerbehinderter Mensch nicht unter Berufung auf § 154 Abs.1 SGB IX seine Einstellung, d.h. den Abschluss eines Arbeitsvertrags verlangen. So gesehen besteht also keine Pflicht des Arbeitgebers, einen bestimmten schwerbehinderten Menschen einzustellen.  
966;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Was müssen Arbeitgeber bei der Stellenplanung und Bewerbersuche beachten? ; Arbeitgeber, die Neueinstellungen planen, müssen bereits frühzeitig mit der Arbeitsagentur Kontakt aufnehmen und prüfen, ob die zu besetzende Stelle möglicherweise mit einem geeigneten Schwerbehinderten besetzt werden kann, § 164 Abs.1 SGB IX. Diese Prüfung sollten Arbeitgeber so durchführen, dass sie später auch bewiesen werden kann. Denn wird eine solche Prüfung unterlassen und bewirbt sich später ein schwerbehinderter Stellenbewerber und wird nicht genommen, dann besteht die Vermutung, dass die zu seinen Lasten getroffene Einstellungsentscheidung diskriminierend war (BAG, Urteil vom 13.10.2011, 8 AZR 608/10 - wir berichteten in Arbeitsrecht aktuell 11/201 Diskriminierung schwerbehinderter Stellenbewerber: Verletzung der Prüfpflicht reicht als Nachweis).  
967;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Einladung schwerbehinderter Arbeitnehmer zum Vorstellungsgespräch - was müssen Arbeitgeber beachten? ; Öffentliche Arbeitgeber haben eine besondere Förderungspflicht gemäß § 165 SGB IX: Sie sind gesetzlich dazu verpflichtet, schwerbehinderte Stellenbewerber zu einem Vorstellungsgespräch einzuladen. Eine Einladung zum Vorstellungsgespräch ist nur dann nicht erforderlich, wenn dem schwerbehinderten Bewerber „die fachliche Eignung offensichtlich fehlt“ (§ 165 Satz 3 SGB IX). Und auf die „offensichtlich“ fehlenden Eignung kann sich der öffentliche Arbeitgeber nur berufen, wenn der Bewerber Anforderungen nicht erfüllt, die in einer öffentlich gemachten Stellenausschreibung genannt sind (BAG, Urteil vom 21.07.2009, 9 AZR 431/08 - wir berichteten in Arbeitsrecht aktuell 09/187 Vorstellungsgespräch für schwerbehinderten Bewerber). Auch hier gilt: Unterlässt der öffentliche Arbeitgeber die gesetzlich vorgeschriebene Einladung eines schwerbehinderten Bewerbers zum Vorstellungsgespräch, ist das ein Indiz für eine verbotene behinderungsbedingte Diskriminierung, falls der Bewerber die Stelle später nicht bekommt.  
968;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Darf der Arbeitgeber nach einer Schwerbehinderung fragen und falls ja - wann ist die Frage nach einer Schwerbehinderung erlaubt? ; Vor einem Bewerbungsgespräch, während des Vorstellungsgesprächs und auch in den ersten sechs Monaten des Arbeitsverhältnisses dürfen Arbeitgeber einen Stellenbewerber bzw. frisch eingestellten Arbeitnehmer nicht nach einer Schwerbehinderung fragen. Eine solche Frage ist allerdings nach Ablauf von sechs Monaten erlaubt, damit der Arbeitgeber weiß, ob er Zusatzurlaub gewähren muss und ob er mit dem bei ihm beschäftigten Arbeitnehmer seine gesetzliche Pflicht zur Beschäftigung Schwerbehinderter erfüllt. Außerdem hat der Arbeitgeber nach Ablauf von sechs Monaten auch deshalb ein Recht zu erfahren, ob ein Arbeitnehmer schwerbehindert ist, damit er weiß, ob er vor einer Kündigung das Integrationsamt um Zustimmung bitten muss (BAG, Urteil vom 16.02.2012, 6 AZR 553/10 - wir berichteten in Arbeitsrecht aktuell 12/078 Frage nach Schwerbehinderung zulässig).  
969;https://www.hensche.de/Schwerbehinderung_schwerbehinderter-Mensch_Schwerbehinderung_schwerbehinderter-Mensch.html;Wo finden Sie mehr zum Thema Schwerbehinderung, schwerbehinderter Mensch? ; Weitere Informationen, die Sie im Zusammenhang mit dem Thema Schwerbehinderung, schwerbehinderter Mensch interessieren könnten, finden Sie hier: Handbuch Arbeitsrecht: Behinderung, Menschen mit Behinderung Handbuch Arbeitsrecht: Betriebliches Eingliederungsmanagement (BEM) Handbuch Arbeitsrecht: Betriebsrat Handbuch Arbeitsrecht: Datenschutz im Arbeitsrecht Handbuch Arbeitsrecht: Krankheit Handbuch Arbeitsrecht: Kündigung - Kündigung wegen Krankheit Handbuch Arbeitsrecht: Mitbestimmung in personellen Angelegenheiten Handbuch Arbeitsrecht: Schwerbehindertenvertretung Handbuch Arbeitsrecht: Unkündbarkeit Handbuch Arbeitsrecht: Urlaub und Krankheit Tipps und Tricks: Kündigung durch den Arbeitgeber - Checkliste Kommentare unseres Anwaltsteams zu aktuellen Fragen rund um das Thema Schwerbehinderung, schwerbehinderter Mensch finden Sie hier: Arbeitsrecht aktuell 2021 Arbeitsrecht aktuell: 21/012 Teilhabe von Menschen mit Behinderungen Arbeitsrecht aktuell 2020 Arbeitsrecht aktuell: 20/105a Unterstützung von Menschen mit Behinderung in der Corona-Krise Arbeitsrecht aktuell: 20/090 Annahmeverzug und leidensgerechte Beschäftigung Arbeitsrecht aktuell: 20/088 Beteiligung der Schwerbehindertenvertretung erst nach Gleichstellung Arbeitsrecht aktuell: 20/087 Ablehnung eines Schwerbehinderten ohne Bewerbungsgespräch Arbeitsrecht aktuell 2019 Arbeitsrecht aktuell: 19/197 Interner Arbeitsmarkt statt Kündigungsschutz? Arbeitsrecht aktuell: 19/120 Kündigungsschutz Schwerbehinderter bei Massenentlassungen Arbeitsrecht aktuell: 19/088 Arbeitgeber müssen Schwerbehinderte zum Zusatzurlaub auffordern Arbeitsrecht aktuell 2018 Arbeitsrecht aktuell: 18/305 Beteiligung der Schwerbehindertenvertretung vor Kündigungen Arbeitsrecht aktuell: 18/179 Unterrichtung des Arbeitnehmers über die Vertragsauflösung wegen Erwerbsminderungsrente Arbeitsrecht aktuell: 18/121 Erst Anhörung der Schwerbehindertenvertretung, dann Antrag beim Integrationsamt Arbeitsrecht aktuell 2017 Arbeitsrecht aktuell: 17/034 Anhebung der Wochenarbeitszeit und Behinderung Arbeitsrecht aktuell: 17/029 Bei Massenentlassung keine Benachteiligung während einer Elternzeit Arbeitsrecht aktuell: 17/026 Kündigung in Unkenntnis einer Schwerbehinderung Arbeitsrecht aktuell 2016 Arbeitsrecht aktuell: 16/321 Vorzeitige Rente für Schwerbehinderte und Betriebsrente Arbeitsrecht aktuell: 16/291 Gesetzentwurf zum Bundesteilhabegesetz Arbeitsrecht aktuell: 16/259 Offensichtliches Fehlen der fachlichen Eignung Arbeitsrecht aktuell: 16/258 Massenentlassung und Elternzeit Arbeitsrecht aktuell: 16/140 Kein Präventionsverfahren in der Probezeit Arbeitsrecht aktuell: 16/101 Grenzen der Mitbestimmung beim BEM Arbeitsrecht aktuell: 16/096 Erwerbsminderungsrente und Arbeitsverhältnis Arbeitsrecht aktuell: 16/078 Betriebliches Eingliederungsmanagement und Datenschutz Eine vollständige Übersicht unserer Beiträge zum Thema Schwerbehinderung finden Sie unter: Urteile und Kommentare: Schwerbehinderung Letzte Überarbeitung: 19. Februar 2021 Was können wir für Sie tun? Wenn Sie arbeitsrechtliche Fragen im Zusammenhang mit einer möglicherweise bestehenden Behinderung oder Schwerbehinderung haben oder wenn Sie Anhaltspunkte dafür haben, dass Sie wegen einer Behinderung diskriminiert wurden, beraten und unterstützen wir Sie gerne.  Wir Sind auch gerne behilflich, wenn es darum geht, Ihre rechtlichen Möglichkeiten und die weitere Vorgehensweise in Ihrem Fall abzuklären. Bitte beachten Sie, dass Sie nach dem Gesetz kurze Fristen für die Geltendmachung Ihrer Ansprüche zu beachten haben. Selbstverständlich unterstützen wir Sie auch bei der Durchsetzung Ihrer Rechte als behinderter oder schwerbehinderter Mensch und der Ansprüche, die sich aus einer behinderungsbedingten Diskriminierung ergeben können. Je nach Lage des Falles bzw. entsprechend Ihren Wünschen treten wir entweder nach außen nicht in Erscheinung oder aber wir verhandeln in Ihrem Namen mit Ihrem Arbeitgeber oder mit einem Vertreter der Gesellschafterversammlung. Für eine möglichst rasche und effektive Beratung benötigen wir folgende Unterlagen: Arbeitsvertrag / Geschäftsführeranstellungsvertrag Gehaltsabrechnungen Unterlagen im Zusammenhang mit der Diskriminierung (falls vorhanden) Betriebsvereinbarung oder Dienstvereinbarung über die AGG-Beschwerdestelle (falls vorhanden) www.hensche.de > Handbuch Arbeitsrecht > Arbeitsrecht - S Bewertung: 4.0 von 5 Sternen (53 Bewertungen) Autorenprofil 
970;https://www.hensche.de/Arbeitsrecht-Sonderurlaub-aus-persoenlichen-Gruenden.html;In welchen Fällen dürfen Sie aus persönlichen Gründen kurzfristig der Arbeit fern bleiben? ; Die wichtigsten Fälle, in denen Sie als Arbeitnehmer nicht bei der Arbeit erscheinen müssen, trotzdem aber Anspruch auf Bezahlung haben, sind die Entgeltfortzahlung im Krankheitsfall nach dem Entgeltfortzahlungsgesetz (EFZG) und der bezahlte Erholungsurlaub auf der Grundlage des Bundesurlaubsgesetzes (BUrlG). Abgesehen davon gibt es weitere Situationen, in denen Sie dazu berechtigt sind, für einige Stunden oder Tage der Arbeit fern zu bleiben, weil Ihnen die Arbeitsleistung nicht zuzumuten ist. Dazu enthält § 275 Abs.3 Bürgerliches Gesetzbuch (BGB) folgende Regelung: „ (3) Der Schuldner kann die Leistung (…) verweigern, wenn er die Leistung persönlich zu erbringen hat und sie ihm unter Abwägung des seiner Leistung entgegenstehenden Hindernisses mit dem Leistungsinteresse des Gläubigers nicht zugemutet werden kann.“ Darunter fällt z.B. die Hochzeit oder die Beerdigung eines nahen Angehörigen. An solchen besonderen Tagen kann einem Arbeitnehmer (= dem „Schuldner“ der Arbeitspflicht) die von ihm zu erbringende „Leistung“ (= die Arbeit) nicht zugemutet werden.  
